entry_id,reduced_formula,nelem,spacegroup_symbol,crystal_system,magnetic_ordering,magnetic_polarization_T,total_magnetic_moment_uB,mae_energy_da_meV_cell,mae_constant_da_MJ_m3,easy_axis,kappa,curie_temperature_K,formation_energy_meV_atom,above_hull_meV_atom,formula_key,formula_parse_status
MMD-3006,ZrMnSi2,3,Immm,orthorhombic,Ferromagnetic,0.2,12.38,,,,,,-697.310584,,Mn1Si2Zr1,ok
MMD-3007,Mn2MoP12,3,C2/c,monoclinic,Ferromagnetic,0.0,0.0,,,,,,-356.181848,0.0,Mn2Mo1P12,ok
MMD-3008,Mn5SiC,3,Cmcm,orthorhombic,Ferromagnetic,0.76,38.04,,,,,,-185.38862,,C1Mn5Si1,ok
MMD-3009,YMnGe,3,Pnma,orthorhombic,Ferromagnetic,0.57,11.32,,,,,,-497.902822,,Ge1Mn1Y1,ok
MMD-3010,Sc(MnGe)6,3,P6/mmm,hexagonal,Ferromagnetic,0.73,11.54,,,,,,-305.013828,0.0,Ge6Mn6Sc1,ok
MMD-3011,Mn(GaS2)2,3,I-4,tetragonal,Ferromagnetic,0.37,10.0,,,,,,-655.167219,0.0,Ga2Mn1S4,ok
MMD-3012,ZrMnGe,3,Pnma,orthorhombic,Ferromagnetic,0.56,9.72,,,,,,-569.282564,0.0,Ge1Mn1Zr1,ok
MMD-3013,MnCuAs,3,Pnma,orthorhombic,Ferromagnetic,0.95,14.28,,,,,,31.395262,,As1Cu1Mn1,ok
MMD-3014,ZrMnP,3,Pnma,orthorhombic,Ferromagnetic,0.51,7.8,,,,,,-1046.609712,0.0,Mn1P1Zr1,ok
MMD-3015,Mn3GeC,3,Pm-3m,cubic,Ferromagnetic,0.61,2.87,,,,,,-71.426973,,C1Ge1Mn3,ok
MMD-3016,MnCuP,3,Pnma,orthorhombic,Ferromagnetic,0.9,11.61,,,,,,-147.870675,,Cu1Mn1P1,ok
MMD-3017,Mn(GaSe2)2,3,I-4,tetragonal,Ferromagnetic,0.33,10.0,,,,,,-550.453405,0.0,Ga2Mn1Se4,ok
MMD-3018,MnNbP,3,Pnma,orthorhombic,Ferromagnetic,0.31,4.29,,,,,,-826.333973,0.0,Mn1Nb1P1,ok
MMD-3019,Y(MnGe)2,3,I4/mmm,tetragonal,Ferromagnetic,0.56,8.21,,,,,,-479.311106,0.0,Ge2Mn2Y1,ok
MMD-3020,MnGeN2,3,Pna2_1,orthorhombic,Ferromagnetic,1.18,20.0,,,,,,-14.157706,,Ge1Mn1N2,ok
MMD-3021,MnAlGe,3,P4/nmm,tetragonal,Ferromagnetic,0.52,4.04,,,,,,-195.185974,0.0,Al1Ge1Mn1,ok
MMD-3022,MnVAs,3,P4/nmm,tetragonal,Ferromagnetic,0.85,6.32,,,,,,-230.704569,,As1Mn1V1,ok
MMD-3023,Mn2VGa,3,Fm-3m,cubic,Ferromagnetic,0.46,7.93,,,,,,-208.761366,0.0,Ga1Mn2V1,ok
MMD-3024,YMnSi,3,P4/nmm,tetragonal,Ferromagnetic,0.39,3.73,,,,,,-586.408966,0.0,Mn1Si1Y1,ok
MMD-3025,Mn3GaC,3,Pm-3m,cubic,Ferromagnetic,0.85,4.07,,,,,,-126.633686,0.0,C1Ga1Mn3,ok
MMD-3026,TiMnSi2,3,Pbam,orthorhombic,Ferromagnetic,0.18,10.0,,,,,,-642.911917,0.0,Mn1Si2Ti1,ok
MMD-3027,Zr(MnGe)6,3,P6/mmm,hexagonal,Ferromagnetic,0.76,12.1,,,,,,-298.319149,0.0,Ge6Mn6Zr1,ok
MMD-3028,ZrMnSi,3,Pnma,orthorhombic,Ferromagnetic,0.41,6.6,,,,,,-699.595782,0.0,Mn1Si1Zr1,ok
MMD-3029,Y(MnGe)6,3,P6/mmm,hexagonal,Ferromagnetic,0.71,11.64,,,,,,-304.854752,0.0,Ge6Mn6Y1,ok
MMD-3030,Mn3GeC,3,I4/mcm,tetragonal,Ferromagnetic,1.06,20.52,,,,,,-95.260207,,C1Ge1Mn3,ok
MMD-3031,Mn3ZnC,3,Pm-3m,cubic,Ferromagnetic,1.39,6.95,,,,,,-43.395299,,C1Mn3Zn1,ok
MMD-3032,Mn9(NbGe4)2,3,Pnma,orthorhombic,Ferromagnetic,0.92,84.99,,,,,,-175.697306,0.0,Ge8Mn9Nb2,ok
MMD-3033,Mn4Nb7Ge8,3,Pnma,orthorhombic,Ferromagnetic,0.36,37.29,,,,,,-318.135405,,Ge8Mn4Nb7,ok
MMD-3034,Sc(MnAl2)4,3,I4/mmm,tetragonal,Ferromagnetic,0.43,14.17,,,,,,-325.357648,0.0,Al8Mn4Sc1,ok
MMD-3035,Zr3(Mn2Si3)2,3,P4_2/mbc,tetragonal,Ferromagnetic,0.38,48.8,,,,,,-662.361431,,Mn4Si6Zr3,ok
MMD-3036,MnAlCu2,3,Fm-3m,cubic,Ferromagnetic,0.78,13.86,,,,,,-124.094169,,Al1Cu2Mn1,ok
MMD-3037,MnSiN2,3,Pna2_1,orthorhombic,Ferromagnetic,1.31,20.0,,,,,,-606.163941,,Mn1N2Si1,ok
MMD-3038,Mn(NbS2)4,3,P6_3/mmc,hexagonal,Ferromagnetic,0.17,6.38,,,,,,-1079.26475,,Mn1Nb4S8,ok
MMD-3039,Y(MnSi)2,3,I4/mmm,tetragonal,Ferromagnetic,0.52,7.06,,,,,,-629.381188,0.0,Mn2Si2Y1,ok
MMD-3040,Sc2MnS4,3,Fd-3m,cubic,Ferromagnetic,0.39,40.0,,,,,,-1560.76799,0.0,Mn1S4Sc2,ok
MMD-3041,Mn3AlC,3,Pm-3m,cubic,Ferromagnetic,0.82,3.9,,,,,,-208.924558,0.0,C1Al1Mn3,ok
MMD-3042,Mn2SiS4,3,Pnma,orthorhombic,Ferromagnetic,0.83,39.99,,,,,,-576.144812,,Mn2S4Si1,ok
MMD-3043,Mn3CuN,3,Pm-3m,cubic,Ferromagnetic,1.53,7.37,,,,,,-88.424057,,Cu1Mn3N1,ok
MMD-3044,Mn2Nb9Ge8,3,Pnma,orthorhombic,Ferromagnetic,0.17,18.43,,,,,,-367.755034,,Ge8Mn2Nb9,ok
MMD-3045,Mn8Zn14Ga27,3,R-3,trigonal,Ferromagnetic,0.04,8.73,,,,,,-94.771535,,Ga27Mn8Zn14,ok
MMD-3046,Mn(C2N3)2,3,Pnnm,orthorhombic,Ferromagnetic,0.33,10.0,,,,,,223.524704,,C4Mn1N6,ok
MMD-3047,Mn2GeS4,3,Pnma,orthorhombic,Ferromagnetic,0.81,39.64,,,,,,-429.825508,,Ge1Mn2S4,ok
MMD-3048,Mn(GaS2)2,3,C2/c,monoclinic,Ferromagnetic,0.39,30.0,,,,,,-624.021009,,Ga2Mn1S4,ok
MMD-3049,Mn3GaN,3,Pm-3m,cubic,Ferromagnetic,0.64,2.98,,,,,,-276.014503,0.0,Ga1Mn3N1,ok
MMD-3050,Mn2GeSe4,3,Pnma,orthorhombic,Ferromagnetic,0.63,35.18,,,,,,-325.09975,0.0,Ge1Mn2Se4,ok
MMD-3051,Mn(GaS2)2,3,C2/c,monoclinic,Ferromagnetic,0.39,59.99,,,,,,-620.943929,,Ga2Mn1S4,ok
MMD-3052,Mn17Nb31N48,3,P312,trigonal,Ferromagnetic,0.85,72.67,,,,,,-739.11769,,Mn17N48Nb31,ok
MMD-3053,Sc10Mn17S32,3,P1,triclinic,Ferromagnetic,0.79,76.46,,,,,,-1037.426258,,Mn17S32Sc10,ok
MMD-3054,Mn14Al56Ge3,3,P-3,trigonal,Ferromagnetic,0.0,0.0,,,,,,-218.866999,0.0,Al56Ge3Mn14,ok
MMD-3055,MnNbSi,3,P-62m,hexagonal,Ferromagnetic,0.21,2.21,,,,,,-561.400926,0.0,Mn1Nb1Si1,ok
MMD-3056,Mn2AlB2,3,Cmmm,orthorhombic,Ferromagnetic,0.19,1.46,,,,,,-460.385899,0.0,Al1B2Mn2,ok
MMD-3057,Mn2ZnAs2,3,P-3m1,trigonal,Ferromagnetic,0.73,5.48,,,,,,108.448785,,As2Mn2Zn1,ok
MMD-3058,MnPS3,3,C2/m,monoclinic,Ferromagnetic,0.5,19.95,,,,,,-383.163488,,Mn1P1S3,ok
MMD-3059,MnV2Cr,3,Fm-3m,cubic,Ferromagnetic,0.0,0.0,,,,,,-189.152349,0.0,Cr1Mn1V2,ok
MMD-3060,Mn2AlCr,3,Fm-3m,cubic,Ferromagnetic,0.26,4.22,,,,,,-154.874163,0.0,Al1Cr1Mn2,ok
MMD-3061,Mn2NbAl,3,Fm-3m,cubic,Ferromagnetic,0.43,8.0,,,,,,-258.587837,0.0,Al1Mn2Nb1,ok
MMD-3062,Mn2VSi,3,Fm-3m,cubic,Ferromagnetic,0.24,3.72,,,,,,-500.147908,0.0,Mn2Si1V1,ok
MMD-3063,TiMn2Al,3,Fm-3m,cubic,Ferromagnetic,0.66,11.95,,,,,,-321.769459,0.0,Al1Mn2Ti1,ok
MMD-3064,Mn2VGe,3,Fm-3m,cubic,Ferromagnetic,0.23,3.81,,,,,,-259.396772,0.0,Ge1Mn2V1,ok
MMD-3065,TiMn2Si,3,Fm-3m,cubic,Ferromagnetic,0.48,7.92,,,,,,-509.159652,0.0,Mn2Si1Ti1,ok
MMD-3066,TiMn2V,3,Fm-3m,cubic,Ferromagnetic,0.13,2.21,,,,,,-269.115758,0.0,Mn2Ti1V1,ok
MMD-3067,TiMn2Ga,3,Fm-3m,cubic,Ferromagnetic,0.63,12.33,,,,,,-215.389136,,Ga1Mn2Ti1,ok
MMD-3068,TiMn2Ge,3,Fm-3m,cubic,Ferromagnetic,0.45,7.86,,,,,,-321.548231,0.0,Ge1Mn2Ti1,ok
MMD-3069,MnPSe3,3,R-3,trigonal,Ferromagnetic,0.43,29.61,,,,,,-256.348014,0.0,Mn1P1Se3,ok
MMD-3070,MnMoN2,3,P6_3/mmc,hexagonal,Ferromagnetic,0.77,5.03,,,,,,-362.559988,0.0,Mn1Mo1N2,ok
MMD-3071,ScMnSi,3,P-62m,hexagonal,Ferromagnetic,0.52,6.34,,,,,,-617.773506,0.0,Mn1Sc1Si1,ok
MMD-3072,MnNbAs,3,F-43m,cubic,Ferromagnetic,0.45,8.22,,,,,,328.524963,,As1Mn1Nb1,ok
MMD-3073,MnNbGe,3,P-62m,hexagonal,Ferromagnetic,0.36,4.15,,,,,,-319.257229,0.0,Ge1Mn1Nb1,ok
MMD-3074,Ti2MnSi,3,F-43m,cubic,Ferromagnetic,0.21,3.9,,,,,,-357.579197,,Mn1Si1Ti2,ok
MMD-3075,Ti2MnAl,3,F-43m,cubic,Ferromagnetic,0.0,0.0,,,,,,-164.146722,,Al1Mn1Ti2,ok
MMD-3076,Sc2MnSi,3,F-43m,cubic,Ferromagnetic,0.18,4.0,,,,,,-196.720885,,Mn1Sc2Si1,ok
MMD-3077,Sc2MnSi,3,Fm-3m,cubic,Ferromagnetic,0.03,0.7,,,,,,-284.127677,,Mn1Sc2Si1,ok
MMD-3078,Sc2MnGe,3,F-43m,cubic,Ferromagnetic,0.17,4.0,,,,,,-178.819364,,Ge1Mn1Sc2,ok
MMD-3079,Sc2MnC,3,Fm-3m,cubic,Ferromagnetic,0.12,2.23,,,,,,496.497353,,C1Mn1Sc2,ok
MMD-3080,Sc2MnGe,3,Fm-3m,cubic,Ferromagnetic,0.0,0.0,,,,,,-252.567258,,Ge1Mn1Sc2,ok
MMD-3081,Mn4ZnS8,3,R-3m,trigonal,Ferromagnetic,0.6,37.11,,,,,,-543.068306,,Mn4S8Zn1,ok
MMD-3082,Mn4ZnS8,3,R-3m,trigonal,Ferromagnetic,0.56,34.68,,,,,,-561.298081,,Mn4S8Zn1,ok
MMD-3083,Mn2ZnS5,3,Pmmn,orthorhombic,Ferromagnetic,0.44,12.0,,,,,,-337.438624,,Mn2S5Zn1,ok
MMD-3084,Mn(ZnN)2,3,C2/m,monoclinic,Ferromagnetic,0.52,11.56,,,,,,106.422529,,Mn1N2Zn2,ok
MMD-3085,Mn2ZnN2,3,P-4m2,tetragonal,Ferromagnetic,0.89,5.07,,,,,,404.683986,,Mn2N2Zn1,ok
MMD-3086,Y(MnS2)2,3,Imma,orthorhombic,Ferromagnetic,0.69,36.0,,,,,,-1047.633688,,Mn2S4Y1,ok
MMD-3087,Y(MnS2)2,3,C2/m,monoclinic,Ferromagnetic,0.7,35.32,,,,,,-1044.477734,,Mn2S4Y1,ok
MMD-3088,Zn3(Ni10B3)2,3,Fm-3m,cubic,Ferromagnetic,0.0,0.0,,,,,,-282.286644,0.0,B6Ni20Zn3,ok
MMD-3089,CuNi3N,3,Pm-3m,cubic,Ferromagnetic,0.01,0.03,,,,,,6.760876,,Cu1N1Ni3,ok
MMD-3090,Ti2AlNi,3,F-43m,cubic,Ferromagnetic,0.58,12.0,,,,,,-265.00077,,Al1Ni1Ti2,ok
MMD-3091,NiMoP2,3,P6_3/mmc,hexagonal,Ferromagnetic,0.0,0.0,,,,,,-580.987926,0.0,Mo1Ni1P2,ok
MMD-3092,ScNiP,3,Pnma,orthorhombic,Ferromagnetic,0.0,0.0,,,,,,-1207.907273,0.0,Ni1P1Sc1,ok
MMD-3093,Cr2NiSe4,3,C2/m,monoclinic,Ferromagnetic,0.42,9.21,,,,,,-433.776817,,Cr2Ni1Se4,ok
MMD-3094,ScGa5Ni,3,P4/mmm,tetragonal,Ferromagnetic,0.0,0.0,,,,,,-431.600584,0.0,Ga5Ni1Sc1,ok
MMD-3095,Ti2NiS4,3,C2/m,monoclinic,Ferromagnetic,0.0,0.01,,,,,,-1159.424303,0.0,Ni1S4Ti2,ok
MMD-3096,Ti2NiSe4,3,C2/m,monoclinic,Ferromagnetic,0.0,0.03,,,,,,-937.790119,,Ni1Se4Ti2,ok
MMD-3097,TiGa5Ni,3,P4/mmm,tetragonal,Ferromagnetic,0.0,0.0,,,,,,-307.049108,,Ga5Ni1Ti1,ok
MMD-3098,Si2NiSe4,3,C2/m,monoclinic,Ferromagnetic,0.0,0.0,,,,,,-143.371703,,Ni1Se4Si2,ok
MMD-3099,Sc3NiC4,3,Immm,orthorhombic,Ferromagnetic,0.0,0.0,,,,,,-506.896162,0.0,C4Ni1Sc3,ok
MMD-3100,Zr(NiP)2,3,I4/mmm,tetragonal,Ferromagnetic,0.0,0.0,,,,,,-847.598765,,Ni2P2Zr1,ok
MMD-3101,YSi3Ni,3,Cmmm,orthorhombic,Ferromagnetic,0.0,0.0,,,,,,-698.546645,0.0,Ni1Si3Y1,ok
MMD-3102,Nb5(NiP)4,3,I4/m,tetragonal,Ferromagnetic,0.0,0.0,,,,,,-865.674752,0.0,Nb5Ni4P4,ok
MMD-3103,YNiC2,3,Amm2,orthorhombic,Ferromagnetic,0.0,0.0,,,,,,-409.649259,0.0,C2Ni1Y1,ok
MMD-3104,ZnNi3N,3,Pm-3m,cubic,Ferromagnetic,0.0,0.0,,,,,,-130.793009,0.0,N1Ni3Zn1,ok
MMD-3105,Y2GaNi2,3,Immm,orthorhombic,Ferromagnetic,0.0,0.0,,,,,,-560.360054,0.0,Ga1Ni2Y2,ok
MMD-3106,YSiNi4,3,Cmmm,orthorhombic,Ferromagnetic,0.0,0.0,,,,,,-606.736554,0.0,Ni4Si1Y1,ok
MMD-3107,ZrNiP2,3,P4/nmm,tetragonal,Ferromagnetic,0.0,0.0,,,,,,-958.371114,,Ni1P2Zr1,ok
MMD-3108,Ni6Ge2B,3,P-62m,hexagonal,Ferromagnetic,0.0,0.0,,,,,,-298.804028,0.0,B1Ge2Ni6,ok
MMD-3109,ZrGaNi,3,P-62m,hexagonal,Ferromagnetic,0.0,0.0,,,,,,-655.09535,0.0,Ga1Ni1Zr1,ok
MMD-3110,TiCuNi2,3,Pmmn,orthorhombic,Ferromagnetic,0.0,0.0,,,,,,-338.51786,,Cu1Ni2Ti1,ok
MMD-3111,NiPSe3,3,C2/m,monoclinic,Ferromagnetic,0.13,4.9,,,,,,-126.860293,,Ni1P1Se3,ok
MMD-3112,YNiGe2,3,Cmcm,orthorhombic,Ferromagnetic,0.0,0.0,,,,,,-703.606836,0.0,Ge2Ni1Y1,ok
MMD-3113,CrNiP,3,P-62m,hexagonal,Ferromagnetic,0.52,4.63,,,,,,-497.640783,0.0,Cr1Ni1P1,ok
MMD-3114,Y(NiB)2,3,C2/c,monoclinic,Ferromagnetic,0.0,0.0,,,,,,-571.427552,0.0,B2Ni2Y1,ok
MMD-3115,Zr2NiP2,3,P6_3/mmc,hexagonal,Ferromagnetic,0.0,0.0,,,,,,-1309.010039,0.0,Ni1P2Zr2,ok
MMD-3116,Zr6Ga2Ni,3,P-62m,hexagonal,Ferromagnetic,0.0,0.0,,,,,,-420.920463,,Ga2Ni1Zr6,ok
MMD-3117,NiAsSe,3,P2_13,cubic,Ferromagnetic,0.0,0.0,,,,,,-286.12939,0.0,As1Ni1Se1,ok
MMD-3118,ScNiC2,3,P4/nmm,tetragonal,Ferromagnetic,0.0,0.0,,,,,,-355.173227,,C2Ni1Sc1,ok
MMD-3119,AlCrNi2,3,Fm-3m,cubic,Ferromagnetic,0.79,13.13,,,,,,-265.465218,,Al1Cr1Ni2,ok
MMD-3120,ScAlNi2,3,Fm-3m,cubic,Ferromagnetic,0.0,0.0,,,,,,-628.407614,0.0,Al1Ni2Sc1,ok
MMD-3121,AlVNi2,3,Fm-3m,cubic,Ferromagnetic,0.0,0.0,,,,,,-392.533535,,Al1Ni2V1,ok
MMD-3122,VSiNi,3,Pnma,orthorhombic,Ferromagnetic,0.0,0.0,,,,,,-590.940155,0.0,Ni1Si1V1,ok
MMD-3123,YGa4Ni,3,Cmcm,orthorhombic,Ferromagnetic,0.0,0.0,,,,,,-530.528619,0.0,Ga4Ni1Y1,ok
MMD-3124,VNiGe,3,Pnma,orthorhombic,Ferromagnetic,0.0,0.03,,,,,,-333.450378,0.0,Ge1Ni1V1,ok
MMD-3125,ZrZnNi2,3,Fm-3m,cubic,Ferromagnetic,0.0,0.0,,,,,,-407.503258,,Ni2Zn1Zr1,ok
MMD-3126,NbNiGe,3,Pnma,orthorhombic,Ferromagnetic,0.0,0.0,,,,,,-501.093316,0.0,Ge1Nb1Ni1,ok
MMD-3127,YGaNi,3,Pnma,orthorhombic,Ferromagnetic,0.0,0.0,,,,,,-646.608058,0.0,Ga1Ni1Y1,ok
MMD-3128,ZrNiGe,3,Pnma,orthorhombic,Ferromagnetic,0.0,0.0,,,,,,-793.281461,0.0,Ge1Ni1Zr1,ok
MMD-3129,YNiP,3,P6_3/mmc,hexagonal,Ferromagnetic,0.0,0.01,,,,,,-1234.449783,0.0,Ni1P1Y1,ok
MMD-3130,CrSiNi,3,Pnma,orthorhombic,Ferromagnetic,0.63,7.84,,,,,,-373.767241,,Cr1Ni1Si1,ok
MMD-3131,NbNiAs,3,Pnma,orthorhombic,Ferromagnetic,0.0,0.0,,,,,,-521.355443,0.0,As1Nb1Ni1,ok
MMD-3132,ZrSiNi,3,Pnma,orthorhombic,Ferromagnetic,0.0,0.0,,,,,,-923.949141,0.0,Ni1Si1Zr1,ok
MMD-3133,Zr4NiP,3,P4/mcc,tetragonal,Ferromagnetic,0.0,0.0,,,,,,-672.288866,,Ni1P1Zr4,ok
MMD-3134,YNiGe,3,Pnma,orthorhombic,Ferromagnetic,0.0,0.0,,,,,,-803.990712,0.0,Ge1Ni1Y1,ok
MMD-3135,Y(Ni2P)2,3,P4_2/mnm,tetragonal,Ferromagnetic,0.0,0.0,,,,,,-830.685796,0.0,Ni4P2Y1,ok
MMD-3136,Y(Ni2As)2,3,P4_2/mnm,tetragonal,Ferromagnetic,0.0,0.0,,,,,,-613.830375,0.0,As2Ni4Y1,ok
MMD-3137,Ti4NiS8,3,C2/m,monoclinic,Ferromagnetic,0.0,0.01,,,,,,-1233.510711,0.0,Ni1S8Ti4,ok
MMD-3138,Sc(Ni2As)2,3,P4_2/mnm,tetragonal,Ferromagnetic,0.0,0.0,,,,,,-564.811691,0.0,As2Ni4Sc1,ok
MMD-3139,Zr(Ni2As)2,3,P4_2/mnm,tetragonal,Ferromagnetic,0.0,0.0,,,,,,-532.234261,0.0,As2Ni4Zr1,ok
MMD-3140,Sc3Si3Ni2,3,Cmcm,orthorhombic,Ferromagnetic,0.0,0.0,,,,,,-883.786105,0.0,Ni2Sc3Si3,ok
MMD-3141,ScGaNi2,3,Fm-3m,cubic,Ferromagnetic,0.0,0.0,,,,,,-560.569237,0.0,Ga1Ni2Sc1,ok
MMD-3142,ScGa2Ni,3,Cmcm,orthorhombic,Ferromagnetic,0.0,0.0,,,,,,-638.06579,0.0,Ga2Ni1Sc1,ok
MMD-3143,YGa2Ni,3,Cmcm,orthorhombic,Ferromagnetic,0.0,0.0,,,,,,-654.0019,0.0,Ga2Ni1Y1,ok
MMD-3144,ZrZnNi4,3,F-43m,cubic,Ferromagnetic,0.0,0.0,,,,,,-417.778931,0.0,Ni4Zn1Zr1,ok
MMD-3145,Nb3NiS6,3,P6_322,hexagonal,Ferromagnetic,0.1,2.88,,,,,,-1021.107792,0.0,Nb3Ni1S6,ok
MMD-3146,Ni2GeP,3,Pbca,orthorhombic,Ferromagnetic,0.0,0.0,,,,,,-361.651221,,Ge1Ni2P1,ok
MMD-3147,AlGaNi2,3,Fm-3m,cubic,Ferromagnetic,0.0,0.0,,,,,,-497.270316,,Al1Ga1Ni2,ok
MMD-3148,GaCuNi2,3,Fm-3m,cubic,Ferromagnetic,0.0,0.0,,,,,,-234.17329,,Cu1Ga1Ni2,ok
MMD-3149,Sc2GaNi,3,Fm-3m,cubic,Ferromagnetic,0.0,0.0,,,,,,-539.608601,,Ga1Ni1Sc2,ok
MMD-3150,Sc2CuNi,3,Fm-3m,cubic,Ferromagnetic,0.0,0.0,,,,,,-392.437649,0.0,Cu1Ni1Sc2,ok
MMD-3151,Ti2AlNi,3,Fm-3m,cubic,Ferromagnetic,0.3,6.17,,,,,,-275.406188,,Al1Ni1Ti2,ok
MMD-3152,ZnGaNi2,3,Fm-3m,cubic,Ferromagnetic,0.0,0.0,,,,,,-314.11335,0.0,Ga1Ni2Zn1,ok
MMD-3153,Nb3NiSe6,3,P6_322,hexagonal,Ferromagnetic,0.09,3.0,,,,,,-780.813524,,Nb3Ni1Se6,ok
MMD-3154,Zr2Si4Ni3,3,Cmce,orthorhombic,Ferromagnetic,0.0,0.0,,,,,,-804.503193,0.0,Ni3Si4Zr2,ok
MMD-3155,YNiB4,3,I4/mmm,tetragonal,Ferromagnetic,0.0,0.0,,,,,,-586.563741,0.0,B4Ni1Y1,ok
MMD-3156,Y2Ni12P7,3,P-6,hexagonal,Ferromagnetic,0.0,0.0,,,,,,-770.122259,0.0,Ni12P7Y2,ok
MMD-3157,Y2Ni12As7,3,P-6,hexagonal,Ferromagnetic,0.0,0.0,,,,,,-510.643189,0.0,As7Ni12Y2,ok
MMD-3158,Y4Ni13C4,3,Cmmm,orthorhombic,Ferromagnetic,0.0,0.0,,,,,,-363.266187,0.0,C4Ni13Y4,ok
MMD-3159,Y3(GaNi3)2,3,Im-3m,cubic,Ferromagnetic,0.0,0.01,,,,,,-541.508091,0.0,Ga2Ni6Y3,ok
MMD-3160,Nb4NiS8,3,P6_3/mmc,hexagonal,Ferromagnetic,0.06,2.55,,,,,,-1040.052864,0.0,Nb4Ni1S8,ok
MMD-3161,V3(Ni10B3)2,3,Fm-3m,cubic,Ferromagnetic,0.0,0.14,,,,,,-313.732154,0.0,B6Ni20V3,ok
MMD-3162,Ti2(Ni7B2)3,3,Fm-3m,cubic,Ferromagnetic,0.0,0.17,,,,,,-365.620455,0.0,B6Ni21Ti2,ok
MMD-3163,Ga2(Ni7B2)3,3,Fm-3m,cubic,Ferromagnetic,0.0,0.32,,,,,,-298.612576,0.0,B6Ga2Ni21,ok
MMD-3164,V4Ni2N,3,Fd-3m,cubic,Ferromagnetic,0.0,0.01,,,,,,-556.482225,0.0,N1Ni2V4,ok
MMD-3165,Nb4Si7Ni4,3,I4/mmm,tetragonal,Ferromagnetic,0.0,0.01,,,,,,-642.584426,0.0,Nb4Ni4Si7,ok
MMD-3166,Nb4NiSe8,3,P6_3/mmc,hexagonal,Ferromagnetic,0.05,2.33,,,,,,-813.973893,0.0,Nb4Ni1Se8,ok
MMD-3167,Zr6Al16Ni7,3,Fm-3m,cubic,Ferromagnetic,0.0,0.08,,,,,,-644.840085,0.0,Al16Ni7Zr6,ok
MMD-3168,Ti4Ni4Ge7,3,I4/mmm,tetragonal,Ferromagnetic,0.0,0.01,,,,,,-513.380109,,Ge7Ni4Ti4,ok
MMD-3169,Ti3(Ni10B3)2,3,Fm-3m,cubic,Ferromagnetic,0.0,0.03,,,,,,-428.580363,0.0,B6Ni20Ti3,ok
MMD-3170,Zr3(Ni10B3)2,3,Fm-3m,cubic,Ferromagnetic,0.0,0.01,,,,,,-433.991459,0.0,B6Ni20Zr3,ok
MMD-3171,Zr4Ni2N,3,Fd-3m,cubic,Ferromagnetic,0.0,0.0,,,,,,-802.972965,,N1Ni2Zr4,ok
MMD-3172,Sc6Al16Ni7,3,Fm-3m,cubic,Ferromagnetic,0.0,0.45,,,,,,-610.68883,,Al16Ni7Sc6,ok
MMD-3173,Sc3(Ni10B3)2,3,Fm-3m,cubic,Ferromagnetic,0.0,0.01,,,,,,-439.263999,0.0,B6Ni20Sc3,ok
MMD-3174,Nb3Ni3C,3,Fd-3m,cubic,Ferromagnetic,0.0,0.39,,,,,,-348.710143,,C1Nb3Ni3,ok
MMD-3175,Ti6Ga16Ni7,3,Fm-3m,cubic,Ferromagnetic,0.0,0.09,,,,,,-407.356692,,Ga16Ni7Ti6,ok
MMD-3176,GaNi9B8,3,Cmcm,orthorhombic,Ferromagnetic,0.0,0.01,,,,,,-250.053532,,B8Ga1Ni9,ok
MMD-3177,Al15Ni3Ge4,3,I-43m,cubic,Ferromagnetic,0.0,0.0,,,,,,-216.890704,,Al15Ge4Ni3,ok
MMD-3178,Zn2Ni21B20,3,I4/mmm,tetragonal,Ferromagnetic,0.0,0.0,,,,,,-258.810727,0.0,B20Ni21Zn2,ok
MMD-3179,Y3Ni19B10,3,C2/m,monoclinic,Ferromagnetic,0.0,0.0,,,,,,-431.656527,,B10Ni19Y3,ok
MMD-3180,Ti4Si4Ni,3,Pnma,orthorhombic,Ferromagnetic,0.0,0.01,,,,,,-772.199366,,Ni1Si4Ti4,ok
MMD-3181,ZrGa2Ni,3,I4mm,tetragonal,Ferromagnetic,0.0,0.01,,,,,,-584.471057,0.0,Ga2Ni1Zr1,ok
MMD-3182,ZnNi13Ge8,3,P3_121,trigonal,Ferromagnetic,0.0,0.0,,,,,,-283.7425,,Ge8Ni13Zn1,ok
MMD-3183,Y4Ga21Ni10,3,C2/m,monoclinic,Ferromagnetic,0.0,0.0,,,,,,-502.960064,,Ga21Ni10Y4,ok
MMD-3184,Y4NiB13,3,P4/mnc,tetragonal,Ferromagnetic,0.0,0.0,,,,,,-478.832505,,B13Ni1Y4,ok
MMD-3185,YSi2Ni,3,Cmcm,orthorhombic,Ferromagnetic,0.0,0.0,,,,,,-846.967351,0.0,Ni1Si2Y1,ok
MMD-3186,ZnSiNi2,3,Fm-3m,cubic,Ferromagnetic,0.0,0.0,,,,,,-360.353835,,Ni2Si1Zn1,ok
MMD-3187,Nb2NiS4,3,P-3m1,trigonal,Ferromagnetic,0.0,0.01,,,,,,-546.387234,,Nb2Ni1S4,ok
MMD-3188,YNiAs,3,P-6m2,hexagonal,Ferromagnetic,0.0,0.0,,,,,,-1053.613919,0.0,As1Ni1Y1,ok
MMD-3189,GaNi3C,3,Pm-3m,cubic,Ferromagnetic,0.0,0.0,,,,,,-87.006812,,C1Ga1Ni3,ok
