entry_id,reduced_formula,nelem,spacegroup_symbol,crystal_system,magnetic_ordering,magnetic_polarization_T,total_magnetic_moment_uB,mae_energy_da_meV_cell,mae_constant_da_MJ_m3,easy_axis,kappa,curie_temperature_K,formation_energy_meV_atom,above_hull_meV_atom,formula_key,formula_parse_status
MMD-1236,FeB2,2,P6/mmm,hexagonal,Ferromagnetic,0.38,0.72,,,c,2.929,,-54.796858,214.821469,B2Fe1,ok
MMD-1237,Fe7Mo6,2,R-3m,trigonal,Ferromagnetic,0.46,19.86,,,ab plane,1.464,,-9.544688,0.0,Fe7Mo6,ok
MMD-1238,Al6Fe,2,Cmcm,orthorhombic,Ferromagnetic,0.0,0.0,,,,,,-194.68747,0.0,Al6Fe1,ok
MMD-1239,FeP4,2,C2/c,monoclinic,Ferromagnetic,0.0,0.0,,,,,,-378.511596,0.0,Fe1P4,ok
MMD-1240,Ga5Fe6,2,C2/m,monoclinic,Ferromagnetic,0.98,48.95,,,b,0.697,,-133.300832,29.207912,Fe6Ga5,ok
MMD-1241,Zr6Fe23,2,Fm-3m,cubic,Ferromagnetic,1.29,176.74,,,,,,-178.603672,7.193061,Fe23Zr6,ok
MMD-1242,Fe3Co,2,P4/mmm,tetragonal,Ferromagnetic,2.34,9.28,,,c,1.024,,-50.53225,0.0,Co1Fe3,ok
MMD-1243,Fe13Ge3,2,Pm-3m,cubic,Ferromagnetic,1.67,26.88,0.001,0.001,a,0.023,,-77.192122,0.0,Fe13Ge3,ok
MMD-1244,Fe9Co7,2,Pm-3m,cubic,Ferromagnetic,2.3,36.58,0.003,0.003,a,0.025,,-68.446918,0.0,Co7Fe9,ok
MMD-1245,Fe11Co5,2,P4/mmm,tetragonal,Ferromagnetic,2.32,37.01,,,c,0.061,,-60.642892,0.0,Co5Fe11,ok
MMD-1246,Fe3C,2,Pnma,orthorhombic,Ferromagnetic,1.6,22.73,,,b,0.24,,83.21207,83.21207,C1Fe3,ok
MMD-1247,FeS2,2,Pcca,orthorhombic,Ferromagnetic,0.57,10.09,,,a,1.618,,-88.142747,440.227968,Fe1S2,ok
MMD-1248,FeS,2,P6_3mc,hexagonal,Ferromagnetic,0.0,0.0,,,,,,-283.259169,225.523142,Fe1S1,ok
MMD-1249,Ga3Fe,2,P4_2/mnm,tetragonal,Ferromagnetic,0.0,0.0,,,,,,-213.933748,0.0,Fe1Ga3,ok
MMD-1250,Fe6Ge5,2,C2/m,monoclinic,Ferromagnetic,0.77,37.41,,,b,1.193,,-87.471834,30.75972,Fe6Ge5,ok
MMD-1251,FeGe2,2,Cmce,orthorhombic,Ferromagnetic,0.0,0.0,,,,,,1.619566,82.853191,Fe1Ge2,ok
MMD-1252,Fe13Co3,2,P4/mmm,tetragonal,Ferromagnetic,2.34,37.38,,,c,0.144,,-37.586052,0.313135,Co3Fe13,ok
MMD-1253,Fe5C2,2,P2/c,monoclinic,Ferromagnetic,1.53,34.09,,,b,0.599,,18.991784,18.991784,C2Fe5,ok
MMD-1254,FePt3,2,Pm-3m,cubic,Ferromagnetic,0.86,4.3,0.073,0.201,a,0.592,,-180.39352,0.0,Fe1Pt3,ok
MMD-1255,GaFe3,2,Fm-3m,cubic,Ferromagnetic,1.52,25.28,-0.003,-0.003,<111>,0.038,,-87.735625,39.171193,Fe3Ga1,ok
MMD-1256,Fe8N3,2,C2,monoclinic,Ferromagnetic,1.59,89.03,,,,,,-55.857022,17.97538,Fe8N3,ok
MMD-1257,Fe3N,2,P312,trigonal,Ferromagnetic,1.74,48.19,,,ab plane,0.504,,-64.212735,3.703943,Fe3N1,ok
MMD-1258,Fe2S,2,Cm,monoclinic,Ferromagnetic,1.21,54.19,,,,,,-46.541765,292.646443,Fe2S1,ok
MMD-1259,Fe7S12,2,Pc,monoclinic,Ferromagnetic,0.0,0.0,,,,,,-286.848334,237.398506,Fe7S12,ok
MMD-1260,Fe2N,2,P2_12_12,orthorhombic,Ferromagnetic,1.2,17.39,,,c,1.049,,-31.393119,58.214548,Fe2N1,ok
MMD-1261,Fe24N11,2,C2/c,monoclinic,Ferromagnetic,1.34,153.56,,,,,,-34.621308,50.028419,Fe24N11,ok
MMD-1262,Fe3Se4,2,P-1,triclinic,Ferromagnetic,0.56,5.31,,,,,,193.432036,499.11698,Fe3Se4,ok
MMD-1263,Fe7S8,2,P2_1/c,monoclinic,Ferromagnetic,0.13,4.38,,,,,,-353.646692,159.053299,Fe7S8,ok
MMD-1264,FeN,2,F-43m,cubic,Ferromagnetic,0.0,0.0,,,,,,-132.989646,0.0,Fe1N1,ok
MMD-1265,Fe3S4,2,R-3m,trigonal,Ferromagnetic,0.15,4.04,,,,,,-308.951336,208.226006,Fe3S4,ok
MMD-1266,FeSe2,2,Pnnm,orthorhombic,Ferromagnetic,0.0,0.0,,,,,,-355.353476,0.0,Fe1Se2,ok
MMD-1267,Fe2P,2,P-62m,hexagonal,Ferromagnetic,1.03,8.88,,,c,1.541,,-460.519785,0.0,Fe2P1,ok
MMD-1268,FeS,2,P-3m1,trigonal,Ferromagnetic,0.42,1.87,,,ab plane,4.247,,-247.094087,261.688224,Fe1S1,ok
MMD-1269,FeS2,2,P2/c,monoclinic,Ferromagnetic,0.57,10.26,,,b,0.369,,-87.650935,440.71978,Fe1S2,ok
MMD-1270,Fe3S4,2,C2/m,monoclinic,Ferromagnetic,0.0,0.0,,,,,,-340.788572,176.38877,Fe3S4,ok
MMD-1271,Fe4S5,2,P4/n,tetragonal,Ferromagnetic,0.0,0.0,,,,,,-451.74031,63.571469,Fe4S5,ok
MMD-1272,Fe7S8,2,P2_1/c,monoclinic,Ferromagnetic,0.15,4.97,,,,,,-356.001168,156.698824,Fe7S8,ok
MMD-1273,Fe2S,2,Cm,monoclinic,Ferromagnetic,1.1,49.04,,,,,,-17.332186,321.856021,Fe2S1,ok
MMD-1274,VFe3,2,Fm-3m,cubic,Ferromagnetic,1.23,19.81,0.002,0.002,a,0.038,,-133.895556,0.0,Fe3V1,ok
MMD-1275,FeSi,2,P2_13,cubic,Ferromagnetic,0.0,0.0,,,,,,-511.162339,0.0,Fe1Si1,ok
MMD-1276,Fe2S3,2,R-3c,trigonal,Ferromagnetic,0.29,10.56,,,,,,-407.753988,112.781366,Fe2S3,ok
MMD-1277,Fe7Se3,2,Pnma,orthorhombic,Ferromagnetic,1.44,69.72,,,c,0.099,,103.256236,264.316363,Fe7Se3,ok
MMD-1278,Fe3B,2,Pnma,orthorhombic,Ferromagnetic,1.8,24.24,,,b,0.245,,-217.695202,16.3823,B1Fe3,ok
MMD-1279,Al3Fe,2,P6_3/mmc,hexagonal,Ferromagnetic,0.08,0.77,,,ab plane,5.641,,-155.337433,96.697511,Al3Fe1,ok
MMD-1280,Fe3Mo,2,P6_3/mmc,hexagonal,Ferromagnetic,0.31,2.53,,,c,1.053,,64.35855,72.298776,Fe3Mo1,ok
MMD-1281,AlFe,2,P6/mmm,hexagonal,Ferromagnetic,0.98,2.34,,,c,2.549,,485.272869,815.516134,Al1Fe1,ok
MMD-1282,AlFe2,2,P6/mmm,hexagonal,Ferromagnetic,1.38,4.49,,,ab plane,0.462,,-143.007653,101.102551,Al1Fe2,ok
MMD-1283,Fe3Ni,2,Pm-3m,cubic,Ferromagnetic,2.06,8.16,0.0,0.001,a,0.017,,42.329101,76.755774,Fe3Ni1,ok
MMD-1284,NbFe3,2,Fm-3m,cubic,Ferromagnetic,1.16,20.65,0.005,0.004,a,0.059,,-68.427921,47.45919,Fe3Nb1,ok
MMD-1285,NbFe3,2,I4/mmm,tetragonal,Ferromagnetic,1.24,11.26,,,c,0.492,,9.197266,125.084377,Fe3Nb1,ok
MMD-1286,Nb3Fe,2,Fm-3m,cubic,Ferromagnetic,0.0,0.03,,,,,,10.933294,73.185678,Fe1Nb3,ok
MMD-1287,Nb3Fe,2,I4/mmm,tetragonal,Ferromagnetic,0.19,2.2,,,c,115.834,,193.331351,255.583735,Fe1Nb3,ok
MMD-1288,Nb3Fe,2,Pm-3m,cubic,Ferromagnetic,0.43,2.44,,,,,,264.427613,326.679997,Fe1Nb3,ok
MMD-1289,MnFe3,2,P4/mmm,tetragonal,Ferromagnetic,1.89,7.38,,,c,0.157,,50.083834,50.083834,Fe3Mn1,ok
MMD-1290,Mn3Fe,2,Pmmm,orthorhombic,Ferromagnetic,0.41,1.57,,,a,4.948,,115.706801,115.706801,Fe1Mn3,ok
MMD-1291,FeS2,2,I-42d,tetragonal,Ferromagnetic,0.0,0.01,,,,,,-170.340926,358.029789,Fe1S2,ok
MMD-1292,FeS2,2,R-3m,trigonal,Ferromagnetic,0.33,5.41,,,ab plane,3.474,,-324.201948,204.168767,Fe1S2,ok
MMD-1293,FeS2,2,Fd-3m,cubic,Ferromagnetic,0.43,29.52,,,,,,-284.124709,244.246006,Fe1S2,ok
MMD-1294,FeS2,2,R-3m,trigonal,Ferromagnetic,0.42,21.86,,,ab plane,1.793,,-283.710323,244.660392,Fe1S2,ok
MMD-1295,CoNi,2,Pm-3m,cubic,Ferromagnetic,1.24,2.35,0.0,0.003,a,0.049,,155.646963,172.235418,Co1Ni1,ok
MMD-1296,CoMo,2,Pm-3m,cubic,Ferromagnetic,0.9,2.09,0.0,0.002,a,0.061,,254.419515,296.188866,Co1Mo1,ok
MMD-1297,Co3Mo,2,Pm-3m,cubic,Ferromagnetic,0.17,0.69,-0.0,-0.001,<111>,0.193,,-8.076854,54.577173,Co3Mo1,ok
MMD-1298,Co3Ni,2,Pm-3m,cubic,Ferromagnetic,1.53,5.68,0.0,0.0,a,0.0,,-1.432408,23.450274,Co3Ni1,ok
MMD-1299,CoN,2,Pm-3m,cubic,Ferromagnetic,0.87,1.2,-0.001,-0.011,<111>,0.134,,990.72976,990.72976,Co1N1,ok
MMD-1300,CoN,2,Fm-3m,cubic,Ferromagnetic,0.15,0.21,0.002,0.006,a,0.573,,472.804027,472.804027,Co1N1,ok
MMD-1301,MnCo,2,Pm-3m,cubic,Ferromagnetic,2.15,3.96,0.002,0.013,a,0.06,,29.434424,39.248533,Co1Mn1,ok
MMD-1302,NbCo,2,Pm-3m,cubic,Ferromagnetic,0.71,1.76,0.0,0.002,a,0.075,,-48.11564,124.575125,Co1Nb1,ok
MMD-1303,NbCo3,2,Pm-3m,cubic,Ferromagnetic,0.0,0.0,,,,,,-166.700795,11.61272,Co3Nb1,ok
MMD-1304,AlCo3,2,Pm-3m,cubic,Ferromagnetic,0.99,3.89,-0.006,-0.021,<111>,0.163,,-178.081198,119.004908,Al1Co3,ok
MMD-1305,CoAs2,2,Pnnm,orthorhombic,Ferromagnetic,0.0,0.0,,,,,,-287.502719,19.842893,As2Co1,ok
MMD-1306,CoGe,2,P2_13,cubic,Ferromagnetic,0.0,0.0,,,,,,-186.894035,14.362534,Co1Ge1,ok
MMD-1307,Zr3Co,2,P6_3/mmc,hexagonal,Ferromagnetic,0.0,0.01,,,,,,112.530296,331.049139,Co1Zr3,ok
MMD-1308,Co2As,2,P-62m,hexagonal,Ferromagnetic,0.36,3.39,,,c,3.114,,-82.706057,92.437168,As1Co2,ok
MMD-1309,Co3Si,2,P6_3/mmc,hexagonal,Ferromagnetic,0.77,5.63,,,ab plane,2.397,,-266.090689,71.821472,Co3Si1,ok
MMD-1310,TiCo3,2,P6_3/mmc,hexagonal,Ferromagnetic,0.68,5.51,,,ab plane,2.098,,-221.177865,34.874844,Co3Ti1,ok
MMD-1311,AlCo3,2,P6_3/mmc,hexagonal,Ferromagnetic,0.97,7.56,,,ab plane,0.23,,-199.064503,98.021603,Al1Co3,ok
MMD-1312,Co2Si3,2,P-4c2,tetragonal,Ferromagnetic,0.0,0.02,,,,,,-326.851534,201.445593,Co2Si3,ok
MMD-1313,Y3Co,2,Pnma,orthorhombic,Ferromagnetic,0.0,0.01,,,,,,-137.96383,0.0,Co1Y3,ok
MMD-1314,GaCo,2,Pm-3m,cubic,Ferromagnetic,0.04,0.09,-0.023,-0.156,<111>,91.229,,-235.858466,0.0,Co1Ga1,ok
MMD-1315,Co3Mo,2,P6_3/mmc,hexagonal,Ferromagnetic,0.23,1.86,,,c,0.785,,-62.654027,0.0,Co3Mo1,ok
MMD-1316,CoS,2,P4/nmm,tetragonal,Ferromagnetic,0.15,0.9,,,c,6.807,,-424.661261,51.291713,Co1S1,ok
MMD-1317,Co3Se4,2,C2/m,monoclinic,Ferromagnetic,0.08,1.52,,,,,,-260.478334,18.560563,Co3Se4,ok
MMD-1318,Co2Mo3,2,P2_1/m,monoclinic,Ferromagnetic,0.0,0.03,,,,,,197.619473,231.034954,Co2Mo3,ok
MMD-1319,Co3Se,2,Pm-3m,cubic,Ferromagnetic,0.16,0.64,-0.0,-0.001,<111>,0.218,,288.678452,424.973162,Co3Se1,ok
MMD-1320,CoMo3,2,Fm-3m,cubic,Ferromagnetic,0.41,8.15,0.005,0.003,a,0.158,,196.249067,217.133743,Co1Mo3,ok
MMD-1321,Co2S3,2,R-3c,trigonal,Ferromagnetic,0.0,0.0,,,,,,-428.742825,0.0,Co2S3,ok
MMD-1322,Co3S,2,P6_3/mmc,hexagonal,Ferromagnetic,1.26,9.77,,,c,0.79,,252.507685,510.4672,Co3S1,ok
MMD-1323,CoNi3,2,Pm-3m,cubic,Ferromagnetic,1.0,3.72,-0.0,-0.001,<111>,0.036,,12.284961,20.579188,Co1Ni3,ok
MMD-1324,Co3Cu,2,I4/mmm,tetragonal,Ferromagnetic,1.34,10.27,,,c,0.552,,119.356224,119.356224,Co3Cu1,ok
MMD-1325,CoNi3,2,P6_3/mmc,hexagonal,Ferromagnetic,1.01,7.59,,,c,1.074,,14.311734,22.605961,Co1Ni3,ok
MMD-1326,Co3Ni,2,P6_3/mmc,hexagonal,Ferromagnetic,1.52,11.29,,,ab plane,0.046,,-24.882682,0.0,Co3Ni1,ok
MMD-1327,GaCo3,2,I4/mmm,tetragonal,Ferromagnetic,0.98,7.54,,,ab plane,1.602,,-59.917419,58.011814,Co3Ga1,ok
MMD-1328,GaCo3,2,P6_3/mmc,hexagonal,Ferromagnetic,1.01,7.95,,,ab plane,0.332,,-67.417357,50.511876,Co3Ga1,ok
MMD-1329,Mn3Co,2,P6_3/mmc,hexagonal,Ferromagnetic,0.0,0.0,,,,,,-14.721164,0.0,Co1Mn3,ok
MMD-1330,MnCo3,2,P6_3/mmc,hexagonal,Ferromagnetic,0.59,4.18,,,ab plane,3.411,,75.34797,80.255024,Co3Mn1,ok
MMD-1331,ZnCo3,2,I4/mmm,tetragonal,Ferromagnetic,1.16,9.11,,,c,0.441,,53.215056,78.140026,Co3Zn1,ok
MMD-1332,ZnCo,2,P-6m2,hexagonal,Ferromagnetic,0.66,1.4,,,ab plane,1.321,,41.197107,91.047047,Co1Zn1,ok
MMD-1333,Zn3Co,2,P6_3/mmc,hexagonal,Ferromagnetic,0.0,0.0,,,,,,-35.457441,39.317469,Co1Zn3,ok
MMD-1334,ZrCo3,2,P6_3/mmc,hexagonal,Ferromagnetic,0.6,5.43,,,ab plane,1.627,,-149.868911,118.048247,Co3Zr1,ok
MMD-1335,Y2Co7,2,R-3m,trigonal,Ferromagnetic,0.8,53.07,,,,,,-143.401579,3.984363,Co7Y2,ok
MMD-1336,Y3Co,2,P2_1,monoclinic,Ferromagnetic,0.0,0.01,,,,,,-136.235439,1.728391,Co1Y3,ok
MMD-1337,NbCo2,2,P6_3/mmc,hexagonal,Ferromagnetic,0.2,5.16,,,ab plane,0.795,,-168.798584,12.532962,Co2Nb1,ok
MMD-1338,Ti2Co,2,Fd-3m,cubic,Ferromagnetic,0.0,0.0,,,,,,-286.46004,0.0,Co1Ti2,ok
MMD-1339,TiCo2,2,P6_3/mmc,hexagonal,Ferromagnetic,0.25,6.28,,,,,,-317.472099,0.0,Co2Ti1,ok
MMD-1340,Zr2Co,2,Fd-3m,cubic,Ferromagnetic,0.0,0.02,,,,,,-203.297709,63.587802,Co1Zr2,ok
MMD-1341,Zn11Co2,2,I-43m,cubic,Ferromagnetic,0.02,1.54,,,,,,-84.361436,0.0,Co2Zn11,ok
MMD-1342,YCo3,2,P6_3/mmc,hexagonal,Ferromagnetic,0.71,21.0,,,,,,-159.147029,0.916924,Co3Y1,ok
MMD-1343,Co5B16,2,Pmma,orthorhombic,Ferromagnetic,0.0,0.0,,,,,,-168.6624,25.950461,B16Co5,ok
MMD-1344,Al13Co4,2,Pmn2_1,orthorhombic,Ferromagnetic,0.0,0.0,,,,,,-381.983818,9.679509,Al13Co4,ok
MMD-1345,Co3N,2,P6_322,hexagonal,Ferromagnetic,0.87,5.82,,,,,,69.668004,69.668004,Co3N1,ok
MMD-1346,Co4N,2,Pm-3m,cubic,Ferromagnetic,1.43,6.32,-0.002,-0.008,<111>,0.069,,75.046361,75.046361,Co4N1,ok
MMD-1347,Zn17Co3,2,P6_2,hexagonal,Ferromagnetic,0.04,3.03,,,,,,-74.030936,9.552117,Co3Zn17,ok
MMD-1348,Co3P,2,I-4,tetragonal,Ferromagnetic,0.78,23.11,,,ab plane,0.688,,-340.668914,47.031882,Co3P1,ok
MMD-1349,Al19Co6,2,C2/m,monoclinic,Ferromagnetic,0.0,0.0,,,,,,-386.347581,11.074418,Al19Co6,ok
MMD-1350,ZnCo2,2,P-3m1,trigonal,Ferromagnetic,1.0,3.06,,,c,1.368,,24.34477,57.578063,Co2Zn1,ok
MMD-1351,Zn53Co7,2,P2,monoclinic,Ferromagnetic,0.0,0.0,,,,,,-76.837068,0.0,Co7Zn53,ok
MMD-1352,Y4Co3,2,P-3,trigonal,Ferromagnetic,0.01,0.33,,,,,,-136.166131,37.064705,Co3Y4,ok
MMD-1353,NbCo3,2,P-3m1,trigonal,Ferromagnetic,0.5,12.89,,,,,,-101.243477,77.070038,Co3Nb1,ok
MMD-1354,GaCo4,2,R-3m,trigonal,Ferromagnetic,1.24,18.57,,,c,0.671,,59.105725,153.449112,Co4Ga1,ok
MMD-1355,CoPt,2,R-3m,trigonal,Ferromagnetic,0.93,6.55,,,c,3.957,,-15.971981,64.403828,Co1Pt1,ok
MMD-1356,CoMo,2,P-6m2,hexagonal,Ferromagnetic,0.2,0.46,,,c,3.734,,201.5928,243.362151,Co1Mo1,ok
MMD-1357,Co4Ge,2,R-3m,trigonal,Ferromagnetic,1.2,18.13,,,ab plane,1.029,,145.695164,226.197792,Co4Ge1,ok
MMD-1358,Co4Ge,2,P4/mmm,tetragonal,Ferromagnetic,1.22,7.26,,,c,0.137,,770.167397,850.670025,Co4Ge1,ok
MMD-1359,CoNi,2,Cmmm,orthorhombic,Ferromagnetic,1.28,4.75,,,c,1.475,,105.399548,121.988003,Co1Ni1,ok
MMD-1360,CoNi,2,R-3m,trigonal,Ferromagnetic,1.26,7.01,,,c,0.988,,6.013561,22.602015,Co1Ni1,ok
MMD-1361,CoPt3,2,R-3m,trigonal,Ferromagnetic,0.56,8.52,,,c,4.766,,-43.560429,10.614951,Co1Pt3,ok
MMD-1362,Co7Ge4,2,P-6m2,hexagonal,Ferromagnetic,0.32,3.7,,,c,1.877,,-84.969155,61.399259,Co7Ge4,ok
